state,district,cluster_label,total_bio,ratio_5_17,ratio_17_plus,key_insight,recommendation,lat,lng,growth_factor,predicted_load,alert_status,recommendation_engine
Odisha,Gajapati,Medium Load,9649,0.288216395481397,0.711783604518603,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,18.980656130596902,83.96627523640744,1.1004873888688043,10618,Normal,Stable: Monitor weekly.
Odisha,Ganjam,High Load,23356,0.3679140263743792,0.6320859736256208,Balanced biometric usage across age groups.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",19.096885450003285,83.52210301652276,1.1926699171769104,27855,High Risk,CRITICAL: Deploy 27 additional mobile units.
Odisha,Jagatsinghapur,Medium Load,5842,0.3053748716193084,0.6946251283806916,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,20.305442597355004,86.30034271831926,1.2290413675374399,7180,Normal,Stable: Monitor weekly.
Odisha,Jagatsinghpur,Low Load,1615,0.1541795665634674,0.8458204334365325,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.2381945734772,85.14067090382567,1.1523354884231332,1861,Normal,Stable: Monitor weekly.
Odisha,Jajapur,Medium Load,8174,0.3529483728896501,0.6470516271103499,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,20.123955292832484,86.81701487773127,1.156422697053063,9452,Normal,Stable: Monitor weekly.
Odisha,Jajpur,Medium Load,4810,0.3565488565488565,0.6434511434511434,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,20.538060164948767,83.43837106718308,1.0714344022679552,5153,Normal,Stable: Monitor weekly.
Odisha,Jharsuguda,Low Load,3281,0.3910393172813167,0.6089606827186833,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,21.418266064471204,83.54535357390641,1.1394824733646909,3738,Normal,Stable: Monitor weekly.
Odisha,Kalahandi,Medium Load,16788,0.3306528472718608,0.6693471527281392,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,20.330892571206768,85.11964775487124,1.1565234532910047,19415,High Risk,CRITICAL: Deploy 19 additional mobile units.
Odisha,Kandhamal,Medium Load,10487,0.3516735005244588,0.6483264994755411,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,22.446890098740703,85.06418632136048,1.098494100726946,11519,Normal,Stable: Monitor weekly.
Odisha,Kendrapara,Medium Load,11330,0.3579876434245366,0.6420123565754634,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,21.759035064126657,87.06126735599628,1.1038486461898762,12506,Normal,Stable: Monitor weekly.
Odisha,Kendujhar,Medium Load,17743,0.3453756410978977,0.6546243589021022,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,19.475956479591925,84.18892610207809,1.1254568326209244,19968,High Risk,CRITICAL: Deploy 19 additional mobile units.
Odisha,Khorda,Medium Load,12196,0.3813545424729419,0.618645457527058,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,20.528304302390584,84.77731271415533,1.0540142395555454,12854,Normal,Stable: Monitor weekly.
Odisha,Khordha,Medium Load,1543,0.1723914452365521,0.8276085547634479,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,20.594084301062182,86.72044401022622,1.1144158331166356,1719,Normal,Stable: Monitor weekly.
Odisha,Koraput,Medium Load,20249,0.3919205886710455,0.6080794113289545,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,21.806130577867425,85.52162085636282,1.0922896013993089,22117,High Risk,CRITICAL: Deploy 22 additional mobile units.
Odisha,Malkangiri,Low Load,9949,0.608402854558247,0.3915971454417529,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,20.18749087145113,86.38516153688518,1.115499470435583,11098,Normal,Stable: Monitor weekly.
Odisha,Mayurbhanj,High Load,22659,0.3748179531312061,0.6251820468687939,Balanced biometric usage across age groups.,"High biometric authentication pressure detected. Recommended actions: increase Aadhaar authentication infrastructure, deploy additional servers, and optimize load distribution.",22.770242045939955,86.37479313020091,1.0739524263638502,24334,High Risk,CRITICAL: Deploy 24 additional mobile units.
Odisha,Nabarangapur,Medium Load,14595,0.4146625556697499,0.58533744433025,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,18.95626042076589,85.63560548073363,1.228105456147979,17924,High Risk,CRITICAL: Deploy 17 additional mobile units.
Odisha,Nayagarh,Medium Load,8156,0.3332515939185875,0.6667484060814125,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,19.1545415257684,84.12042888133489,1.1687184907108097,9532,Normal,Stable: Monitor weekly.
Odisha,Nuapada,Low Load,5820,0.2290378006872852,0.7709621993127148,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,19.188098801391085,85.50518181179756,1.185820463828898,6901,Normal,Stable: Monitor weekly.
Odisha,Puri,Medium Load,9724,0.3576717400246812,0.6423282599753188,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,21.696359653970426,83.54795055226363,1.2078342477214676,11744,Normal,Stable: Monitor weekly.
Odisha,Rayagada,Medium Load,8657,0.3331408109044704,0.6668591890955297,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,20.485355532179916,84.91494603582217,1.1496884397858116,9952,Normal,Stable: Monitor weekly.
Odisha,Sambalpur,Medium Load,7320,0.4379781420765027,0.5620218579234972,High biometric usage among children suggests dependency on education and child welfare schemes.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,20.426212087043666,83.57410000194078,1.0673840576174847,7813,Normal,Stable: Monitor weekly.
Odisha,Sonapur,Low Load,3454,0.3853503184713376,0.6146496815286624,Balanced biometric usage across age groups.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,20.625791160749902,86.09471219123368,1.1574213083637095,3997,Normal,Stable: Monitor weekly.
Odisha,Subarnapur,Low Load,1150,0.16,0.84,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,19.234030658133022,83.41072005632762,1.1673682236041758,1342,Normal,Stable: Monitor weekly.
Odisha,Sundargarh,Medium Load,2617,0.1937332823844096,0.8062667176155903,"Adult population dominates biometric authentication, indicating strong dependency on DBT and banking services.",Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,20.369085167343936,86.8569028464757,1.199087894836866,3138,Normal,Stable: Monitor weekly.
Odisha,Sundergarh,Medium Load,13402,0.3794209819429935,0.6205790180570064,Balanced biometric usage across age groups.,Moderate biometric load observed. Recommended actions: monitor trends closely and optimize existing resources.,21.624290586891654,85.80467982669026,1.1363319092459359,15229,Normal,Stable: Monitor weekly.
Orissa,Angul,Low Load,2,1.0,0.0,High biometric usage among children suggests dependency on education and child welfare schemes.,Low biometric authentication load observed. Recommended actions: maintain current infrastructure and continue monitoring.,19.48535992670292,79.7092863296683,1.0755160605591128,2,Normal,Stable: Monitor weekly.
